age,workclass,education,sex,hours_per_week,native_country,income
48,Self-emp-not-inc,Doctorate,Male,60.0,United-States,>50K
42,Self-emp-not-inc,Prof-school,Male,50.0,United-States,>50K
31,Private,Masters,Male,40.0,United-States,>50K
43,Private,Bachelors,Male,40.0,England,>50K
50,Private,Doctorate,Male,65.0,United-States,>50K
36,Private,Bachelors,Male,50.0,United-States,>50K
49,Local-gov,Masters,Male,40.0,United-States,>50K
38,Private,HS-grad,Male,40.0,United-States,>50K
48,State-gov,Doctorate,Female,46.0,United-States,>50K
46,Private,Bachelors,Male,40.0,United-States,>50K
56,Self-emp-not-inc,HS-grad,Male,60.0,United-States,>50K
37,Private,HS-grad,Male,45.0,United-States,>50K
51,Private,HS-grad,Male,40.0,United-States,>50K
43,Private,Masters,Male,40.0,United-States,>50K
46,Local-gov,HS-grad,Male,40.0,United-States,<=50K
42,Local-gov,Masters,Male,60.0,United-States,>50K
45,Private,Some-college,Female,35.0,United-States,>50K
23,Private,Some-college,Male,40.0,United-States,<=50K
45,Private,Bachelors,Male,40.0,United-States,>50K
30,State-gov,HS-grad,Male,40.0,United-States,<=50K
49,Private,Assoc-acdm,Female,40.0,United-States,>50K
57,Private,Prof-school,Male,40.0,Philippines,>50K
42,Self-emp-not-inc,Bachelors,Male,80.0,United-States,>50K
43,Local-gov,Some-college,Female,40.0,United-States,>50K
43,Private,Some-college,Male,40.0,United-States,>50K
42,Private,Prof-school,Male,60.0,United-States,>50K
53,Private,Bachelors,Male,55.0,United-States,>50K
40,Local-gov,Masters,Male,48.0,United-States,>50K
41,Private,Bachelors,Male,60.0,United-States,>50K
49,Private,Bachelors,Male,40.0,United-States,>50K
31,Self-emp-not-inc,Bachelors,Male,50.0,Puerto-Rico,>50K
34,Private,Masters,Male,50.0,United-States,>50K
40,Federal-gov,Masters,Male,40.0,Philippines,>50K
50,Private,Some-college,Female,38.0,United-States,>50K
54,Private,HS-grad,Male,40.0,United-States,>50K
49,Private,Some-college,Male,50.0,United-States,>50K
44,Self-emp-not-inc,Masters,Female,60.0,United-States,>50K
57,Local-gov,Bachelors,Male,40.0,United-States,>50K
28,Local-gov,Masters,Female,55.0,United-States,<=50K
57,Private,Some-college,Male,40.0,United-States,>50K
59,Private,Bachelors,Male,43.0,United-States,>50K
38,Private,Assoc-acdm,Female,40.0,United-States,>50K
36,Self-emp-not-inc,HS-grad,Male,60.0,United-States,>50K
55,Private,Some-college,Male,40.0,United-States,>50K
34,Self-emp-not-inc,HS-grad,Male,60.0,United-States,>50K
51,Private,Some-college,Male,50.0,United-States,>50K
46,Private,HS-grad,Male,70.0,Canada,>50K
33,Private,Masters,Male,45.0,Germany,>50K
31,State-gov,Bachelors,Female,35.0,United-States,>50K
31,Private,Bachelors,Female,35.0,United-States,>50K
59,Self-emp-not-inc,HS-grad,Male,52.0,United-States,>50K
48,Private,Assoc-acdm,Male,40.0,United-States,>50K
33,Private,Bachelors,Male,45.0,United-States,>50K
46,Private,Some-college,Male,50.0,United-States,>50K
53,Private,Bachelors,Male,40.0,United-States,>50K
39,Private,Masters,Female,18.0,United-States,>50K
44,Self-emp-not-inc,HS-grad,Male,40.0,United-States,>50K
45,Private,Masters,Male,50.0,United-States,>50K
42,Local-gov,Bachelors,Male,40.0,United-States,>50K
24,Self-emp-not-inc,7th-8th,Male,40.0,United-States,>50K
57,Private,Bachelors,Male,40.0,United-States,>50K
51,Local-gov,Bachelors,Male,40.0,United-States,>50K
50,Private,Bachelors,Male,40.0,United-States,>50K
52,Private,Masters,Male,50.0,Greece,>50K
44,Private,Some-college,Male,40.0,United-States,>50K
47,Self-emp-inc,Bachelors,Male,45.0,United-States,>50K
36,Private,Bachelors,Male,45.0,United-States,>50K
34,Private,Some-college,Male,38.0,United-States,>50K
49,Private,Bachelors,Male,50.0,United-States,>50K
45,Private,Bachelors,Male,45.0,United-States,>50K
46,Private,Bachelors,Male,50.0,United-States,>50K
53,Self-emp-inc,Bachelors,Male,48.0,United-States,>50K
63,State-gov,Doctorate,Male,50.0,United-States,>50K
52,Private,Bachelors,Male,40.0,United-States,>50K
44,Private,Bachelors,Male,40.0,United-States,>50K
37,Private,Bachelors,Male,40.0,United-States,>50K
44,State-gov,Doctorate,Male,40.0,United-States,>50K
53,Private,Bachelors,Male,40.0,United-States,>50K
32,Private,Bachelors,Male,40.0,United-States,>50K
50,State-gov,Doctorate,Male,45.0,United-States,>50K
42,Federal-gov,Masters,Male,40.0,South,>50K
50,Private,Assoc-acdm,Male,40.0,United-States,>50K
33,Private,Bachelors,Male,55.0,United-States,>50K
50,Local-gov,Masters,Female,40.0,United-States,>50K
32,Private,Bachelors,Female,32.0,United-States,>50K
41,Private,HS-grad,Male,40.0,United-States,>50K
54,Private,HS-grad,Male,55.0,United-States,>50K
34,Private,Assoc-acdm,Male,50.0,United-States,>50K
41,Self-emp-inc,Bachelors,Male,55.0,United-States,>50K
39,Self-emp-inc,Prof-school,Male,50.0,United-States,>50K
42,Federal-gov,Masters,Male,40.0,United-States,>50K
31,Private,Bachelors,Male,45.0,United-States,>50K
45,Private,Assoc-voc,Male,42.0,United-States,>50K
41,Private,Bachelors,Male,42.0,United-States,>50K
48,Private,Masters,Female,38.0,United-States,>50K
32,Self-emp-inc,HS-grad,Male,55.0,United-States,>50K
41,Private,Some-college,Male,40.0,United-States,>50K
31,Self-emp-not-inc,Bachelors,Female,40.0,United-States,>50K
30,Self-emp-inc,Some-college,Male,40.0,South,>50K
41,Private,Some-college,Female,40.0,United-States,>50K
48,Private,Masters,Male,40.0,United-States,>50K
60,State-gov,Doctorate,Male,40.0,United-States,>50K
38,Self-emp-not-inc,Bachelors,Male,65.0,United-States,>50K
46,Private,5th-6th,Male,40.0,United-States,<=50K
28,Private,Some-college,Male,55.0,United-States,>50K
64,Self-emp-inc,Doctorate,Male,60.0,United-States,>50K
42,Private,Masters,Male,50.0,United-States,>50K
43,Private,Assoc-voc,Female,32.0,United-States,>50K
61,Self-emp-inc,Some-college,Male,35.0,United-States,>50K
48,Private,Doctorate,Male,40.0,China,>50K
46,Local-gov,Masters,Male,45.0,United-States,>50K
44,Private,Bachelors,Male,50.0,United-States,>50K
39,Federal-gov,Some-college,Male,50.0,United-States,>50K
46,Self-emp-not-inc,Bachelors,Male,40.0,United-States,>50K
48,Private,Doctorate,Male,50.0,United-States,>50K
27,Private,11th,Male,40.0,United-States,>50K
22,Federal-gov,Some-college,Male,37.0,United-States,<=50K
51,Federal-gov,Bachelors,Male,40.0,United-States,<=50K
48,State-gov,Some-college,Male,40.0,United-States,>50K
52,Private,Assoc-voc,Male,40.0,United-States,>50K
31,Self-emp-not-inc,HS-grad,Male,40.0,United-States,>50K
53,Private,Bachelors,Male,40.0,United-States,>50K
51,Private,Masters,Male,60.0,United-States,>50K
46,Local-gov,Doctorate,Female,52.0,United-States,>50K
25,Private,Some-college,Male,36.0,United-States,>50K
46,Private,HS-grad,Male,40.0,United-States,>50K
57,Self-emp-inc,HS-grad,Male,30.0,United-States,>50K
44,Private,Bachelors,Male,50.0,United-States,>50K
42,Private,HS-grad,Male,50.0,United-States,>50K
42,Private,Masters,Male,40.0,United-States,>50K
30,Private,Bachelors,Male,55.0,United-States,>50K
54,State-gov,Doctorate,Male,50.0,United-States,>50K
46,Self-emp-not-inc,Prof-school,Male,45.0,United-States,>50K
33,Private,Bachelors,Male,50.0,United-States,>50K
38,Private,Some-college,Male,50.0,United-States,>50K
50,Private,Masters,Male,45.0,United-States,>50K
46,Private,11th,Male,40.0,United-States,>50K
41,Self-emp-not-inc,Masters,Female,35.0,United-States,>50K
56,Private,Bachelors,Male,65.0,United-States,>50K
39,Private,Bachelors,Male,50.0,United-States,>50K
46,Self-emp-not-inc,Doctorate,Male,50.0,United-States,>50K
48,Local-gov,7th-8th,Male,40.0,United-States,<=50K
35,Private,Doctorate,Male,40.0,Taiwan,>50K
56,Private,Some-college,Male,60.0,United-States,>50K
49,Self-emp-inc,HS-grad,Male,60.0,United-States,>50K
61,State-gov,Prof-school,Male,40.0,United-States,>50K
43,Private,HS-grad,Male,40.0,United-States,>50K
37,Private,HS-grad,Male,50.0,United-States,<=50K
43,Private,Bachelors,Male,40.0,United-States,>50K
41,Private,HS-grad,Male,40.0,United-States,>50K
30,Private,Bachelors,Male,40.0,United-States,>50K
58,Private,Some-college,Male,40.0,United-States,>50K
40,Private,HS-grad,Male,40.0,United-States,>50K
44,State-gov,Masters,Male,40.0,United-States,>50K
40,Private,Bachelors,Male,32.0,United-States,>50K
58,Private,HS-grad,Male,40.0,United-States,<=50K
48,Self-emp-not-inc,HS-grad,Male,40.0,United-States,>50K
49,Private,HS-grad,Male,40.0,United-States,<=50K
50,Private,Bachelors,Male,50.0,United-States,>50K
43,Private,Bachelors,Male,55.0,United-States,>50K
53,Private,HS-grad,Male,40.0,United-States,>50K
42,Private,Doctorate,Male,50.0,United-States,>50K
56,Self-emp-inc,HS-grad,Male,40.0,United-States,>50K
44,Private,Bachelors,Male,56.0,United-States,>50K
29,Private,Bachelors,Female,50.0,United-States,>50K
35,Private,HS-grad,Male,40.0,United-States,>50K
44,Private,HS-grad,Male,40.0,United-States,>50K
34,Federal-gov,Bachelors,Male,48.0,United-States,>50K
42,Private,Masters,Male,55.0,India,>50K
43,Private,Bachelors,Male,40.0,United-States,>50K
57,Private,Assoc-voc,Male,45.0,United-States,<=50K
32,Private,Bachelors,Male,60.0,United-States,>50K
33,Private,Bachelors,Male,45.0,United-States,>50K
43,Self-emp-not-inc,Some-college,Male,15.0,United-States,>50K
32,Private,HS-grad,Male,50.0,United-States,>50K
36,Private,HS-grad,Male,48.0,United-States,>50K
50,Self-emp-not-inc,HS-grad,Male,60.0,United-States,>50K
27,Private,HS-grad,Male,45.0,United-States,<=50K
60,Private,Prof-school,Male,40.0,United-States,>50K
53,Private,Masters,Male,50.0,United-States,>50K
61,State-gov,Doctorate,Male,40.0,United-States,>50K
32,Private,Bachelors,Male,40.0,United-States,>50K
52,Self-emp-inc,Bachelors,Male,60.0,Cuba,>50K
37,Private,HS-grad,Male,55.0,United-States,>50K
33,Private,HS-grad,Female,40.0,United-States,>50K
57,Self-emp-not-inc,Doctorate,Male,40.0,United-States,>50K
43,Private,HS-grad,Male,99.0,United-States,>50K
50,Private,HS-grad,Male,40.0,United-States,>50K
43,Private,Some-college,Male,40.0,United-States,>50K
45,Private,HS-grad,Male,40.0,United-States,>50K
37,Self-emp-not-inc,HS-grad,Male,45.0,United-States,>50K
31,Private,Masters,Male,43.0,United-States,>50K
33,Private,Assoc-acdm,Male,50.0,United-States,>50K
56,Self-emp-not-inc,HS-grad,Male,50.0,Canada,>50K
43,Private,Some-college,Female,50.0,United-States,>50K
52,Private,10th,Male,47.0,United-States,>50K
38,Private,Bachelors,Male,40.0,United-States,>50K
57,Private,HS-grad,Male,40.0,United-States,>50K
41,Private,Some-college,Male,50.0,United-States,>50K
37,Private,HS-grad,Male,50.0,United-States,>50K
42,Private,HS-grad,Male,40.0,United-States,>50K
44,Private,Masters,Male,35.0,United-States,>50K
39,Private,Bachelors,Male,50.0,United-States,>50K
53,Federal-gov,Some-college,Female,40.0,Philippines,>50K
51,Private,Some-college,Male,65.0,United-States,>50K
38,Private,Bachelors,Male,50.0,United-States,>50K
43,Local-gov,Some-college,Male,40.0,United-States,>50K
33,Self-emp-inc,Assoc-acdm,Male,60.0,United-States,>50K
43,Private,Bachelors,Male,40.0,United-States,>50K
35,Private,Bachelors,Male,45.0,United-States,>50K
41,Private,Some-college,Male,50.0,United-States,>50K
45,Private,Some-college,Male,40.0,United-States,>50K
59,Private,HS-grad,Male,40.0,United-States,>50K
30,Local-gov,Masters,Male,45.0,United-States,>50K
32,State-gov,Bachelors,Male,45.0,United-States,>50K
39,Federal-gov,Bachelors,Male,60.0,United-States,>50K
43,Self-emp-not-inc,Bachelors,Female,70.0,United-States,>50K
32,Private,Bachelors,Male,55.0,United-States,>50K
39,Local-gov,HS-grad,Male,40.0,United-States,>50K
37,Local-gov,Bachelors,Male,40.0,United-States,>50K
34,Private,Some-college,Female,40.0,United-States,>50K
46,Private,Some-college,Male,45.0,United-States,>50K
51,Local-gov,Doctorate,Male,40.0,United-States,>50K
29,Private,HS-grad,Male,55.0,United-States,>50K
34,Private,Bachelors,Female,40.0,United-States,>50K
50,Private,Some-college,Male,35.0,United-States,>50K
34,Private,Some-college,Male,40.0,United-States,>50K
58,Private,10th,Male,40.0,United-States,>50K
56,Self-emp-not-inc,5th-6th,Male,67.0,United-States,>50K
34,Self-emp-not-inc,Bachelors,Male,48.0,United-States,>50K
36,Local-gov,Bachelors,Male,40.0,United-States,>50K
46,Private,HS-grad,Male,40.0,United-States,>50K
50,Self-emp-not-inc,HS-grad,Male,40.0,United-States,>50K
27,Self-emp-inc,Bachelors,Male,45.0,United-States,>50K
32,Private,Assoc-acdm,Male,40.0,Ireland,>50K
44,Self-emp-inc,HS-grad,Male,70.0,United-States,>50K
39,Private,HS-grad,Male,46.0,United-States,>50K
33,Private,HS-grad,Female,20.0,United-States,>50K
59,Federal-gov,HS-grad,Male,40.0,United-States,>50K
59,Private,Some-college,Male,55.0,United-States,>50K
51,State-gov,Some-college,Male,40.0,United-States,>50K
37,Private,Assoc-voc,Male,40.0,United-States,>50K
57,Private,HS-grad,Male,40.0,Trinadad&Tobago,>50K
25,Private,Assoc-voc,Female,40.0,United-States,>50K
54,Private,HS-grad,Male,65.0,United-States,>50K
47,Local-gov,Some-college,Male,40.0,United-States,>50K
52,State-gov,Doctorate,Male,70.0,Germany,>50K
40,Private,Bachelors,Male,40.0,United-States,>50K
27,Private,Bachelors,Male,60.0,United-States,>50K
31,Private,Bachelors,Male,40.0,United-States,>50K
41,Self-emp-inc,HS-grad,Male,55.0,United-States,>50K
41,Private,HS-grad,Male,45.0,United-States,>50K
50,Private,HS-grad,Male,55.0,United-States,>50K
36,Private,Some-college,Male,40.0,United-States,>50K
27,Private,HS-grad,Female,40.0,United-States,>50K
46,Private,Some-college,Male,40.0,United-States,>50K
61,Self-emp-not-inc,HS-grad,Male,40.0,United-States,>50K
39,Local-gov,Bachelors,Male,40.0,United-States,>50K
47,Private,HS-grad,Male,45.0,United-States,>50K
45,Private,HS-grad,Male,40.0,United-States,>50K
55,State-gov,HS-grad,Female,40.0,United-States,>50K
38,Self-emp-not-inc,11th,Male,45.0,United-States,>50K
57,Private,Bachelors,Male,55.0,United-States,>50K
38,Self-emp-not-inc,10th,Male,40.0,United-States,>50K
28,Private,Bachelors,Male,40.0,United-States,>50K
40,Private,Some-college,Male,40.0,United-States,>50K
36,Private,Bachelors,Male,50.0,United-States,>50K
36,Private,HS-grad,Male,60.0,United-States,>50K
30,Self-emp-not-inc,HS-grad,Male,50.0,United-States,>50K
35,Private,HS-grad,Female,42.0,United-States,>50K
32,Self-emp-not-inc,HS-grad,Male,60.0,United-States,>50K
55,Private,HS-grad,Male,40.0,United-States,>50K
29,Private,HS-grad,Male,30.0,United-States,>50K
37,Self-emp-inc,Assoc-acdm,Male,40.0,United-States,>50K
36,Private,Assoc-voc,Male,50.0,United-States,>50K
40,State-gov,Doctorate,Male,50.0,United-States,>50K
26,Private,Masters,Male,40.0,United-States,>50K
44,Private,Masters,Male,60.0,United-States,>50K
47,Private,Bachelors,Male,40.0,United-States,>50K
35,Private,Masters,Male,40.0,United-States,>50K
58,Private,Some-college,Male,40.0,United-States,>50K
41,Self-emp-inc,HS-grad,Male,55.0,United-States,>50K
41,Private,HS-grad,Male,40.0,United-States,>50K
38,Local-gov,Doctorate,Male,50.0,United-States,>50K
47,Self-emp-not-inc,Bachelors,Male,40.0,United-States,>50K
39,Private,HS-grad,Male,40.0,United-States,>50K
42,Private,Some-college,Male,50.0,United-States,>50K
42,Private,Bachelors,Male,40.0,United-States,>50K
37,Private,Assoc-voc,Female,35.0,United-States,>50K
41,Private,Bachelors,Male,40.0,United-States,>50K
51,Private,HS-grad,Male,40.0,United-States,>50K
50,Private,Bachelors,Male,50.0,United-States,>50K
43,Private,10th,Male,40.0,United-States,>50K
28,Private,Assoc-acdm,Male,70.0,United-States,>50K
35,Self-emp-inc,Assoc-acdm,Male,45.0,United-States,>50K
59,Private,HS-grad,Male,40.0,United-States,>50K
28,Private,Bachelors,Male,40.0,United-States,>50K
42,Self-emp-not-inc,Prof-school,Male,40.0,United-States,>50K
51,Private,Masters,Male,47.0,United-States,>50K
54,Private,Masters,Male,44.0,United-States,>50K
45,Private,HS-grad,Male,40.0,United-States,>50K
38,Local-gov,Bachelors,Female,40.0,United-States,>50K
46,Federal-gov,Masters,Male,40.0,United-States,>50K
33,Local-gov,Some-college,Male,40.0,United-States,>50K
36,Private,Bachelors,Male,40.0,United-States,>50K
36,Local-gov,Doctorate,Male,50.0,United-States,>50K
61,Federal-gov,Some-college,Male,40.0,United-States,>50K
30,Self-emp-inc,HS-grad,Male,48.0,United-States,>50K
50,Private,Assoc-voc,Female,36.0,United-States,>50K
58,Private,Assoc-voc,Male,48.0,United-States,>50K
43,Private,Bachelors,Male,40.0,United-States,>50K
40,Private,Some-college,Male,68.0,United-States,>50K
55,Federal-gov,HS-grad,Male,40.0,United-States,>50K
52,Private,Bachelors,Male,40.0,United-States,>50K
44,Self-emp-not-inc,Some-college,Male,55.0,United-States,>50K
39,Federal-gov,Prof-school,Male,50.0,United-States,>50K
45,Private,Bachelors,Male,60.0,United-States,>50K
42,Self-emp-not-inc,Bachelors,Male,40.0,United-States,>50K
29,Private,Some-college,Male,50.0,United-States,>50K
46,Private,Some-college,Male,40.0,United-States,>50K
55,Private,Bachelors,Male,40.0,United-States,>50K
33,Self-emp-not-inc,Prof-school,Male,40.0,United-States,>50K
44,Private,Some-college,Male,60.0,United-States,>50K
37,Private,Bachelors,Male,47.0,United-States,>50K
64,Self-emp-inc,Assoc-acdm,Male,50.0,United-States,>50K
43,State-gov,Masters,Male,45.0,United-States,>50K
36,Private,Bachelors,Male,35.0,United-States,>50K
55,Private,Bachelors,Male,40.0,United-States,>50K
34,Private,HS-grad,Male,45.0,United-States,>50K
29,Private,Assoc-voc,Male,48.0,United-States,>50K
37,Private,Some-college,Male,60.0,Cuba,>50K
42,Private,Bachelors,Female,40.0,Philippines,>50K
41,Self-emp-not-inc,Assoc-acdm,Male,40.0,United-States,>50K
45,Local-gov,Some-college,Male,40.0,Mexico,>50K
35,Private,HS-grad,Male,50.0,Iran,>50K
61,Private,Assoc-voc,Male,60.0,United-States,>50K
49,Private,Some-college,Male,40.0,United-States,>50K
52,Self-emp-not-inc,HS-grad,Male,60.0,United-States,>50K
46,Local-gov,Assoc-acdm,Male,50.0,United-States,>50K
23,Private,Masters,Male,50.0,India,>50K
36,Private,Some-college,Male,40.0,United-States,>50K
43,Local-gov,HS-grad,Male,40.0,United-States,>50K
35,Local-gov,Masters,Male,40.0,United-States,>50K
39,Private,HS-grad,Male,40.0,United-States,>50K
39,Private,Bachelors,Male,40.0,United-States,>50K
47,Local-gov,Masters,Male,50.0,United-States,>50K
53,Local-gov,Some-college,Male,40.0,United-States,>50K
53,Private,Some-college,Male,45.0,United-States,>50K
26,Private,Masters,Female,40.0,United-States,<=50K
52,Private,HS-grad,Male,50.0,United-States,<=50K
61,Private,5th-6th,Male,56.0,United-States,<=50K
28,Local-gov,HS-grad,Male,40.0,United-States,<=50K
42,Private,Masters,Female,40.0,United-States,<=50K
44,Local-gov,Masters,Male,42.0,United-States,<=50K
51,Private,HS-grad,Male,40.0,United-States,<=50K
39,Local-gov,HS-grad,Male,40.0,United-States,<=50K
36,State-gov,Bachelors,Male,44.0,United-States,<=50K
